dens densp densn dense densm mup mun mue nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.576 0.116198 0.459801 0.0645568 0.0516418 1475.72 1667.89 192.169 290.416 467.906 154.857 0.835083 1.27012 -0.0156331 720.678 689.662 31.0161 312.903 303.36 9.54315 10.407 0.86383 0.28817 720.678 689.661 31.0161 63.2597
0.577 0.116421 0.460579 0.064672 0.0517488 1477.84 1670.11 192.27 290.439 468.055 154.601 0.835355 1.27234 -0.0156066 722.474 691.379 31.0948 314.236 304.668 9.5681 10.4334 0.865262 0.288738 722.473 691.378 31.0948 63.3053
0.578 0.116643 0.461357 0.0647872 0.0518557 1479.96 1672.34 192.372 290.462 468.204 154.347 0.835626 1.27456 -0.0155801 724.272 693.098 31.1735 315.571 305.978 9.59306 10.4598 0.866694 0.289306 724.271 693.098 31.1735 63.3508
0.579 0.116865 0.462135 0.0649023 0.0519627 1482.08 1674.56 192.473 290.485 468.353 154.093 0.835896 1.27678 -0.0155537 726.072 694.82 31.2522 316.909 307.291 9.61802 10.4862 0.868126 0.289874 726.071 694.819 31.2522 63.3962
0.58 0.117087 0.462913 0.0650174 0.0520696 1484.2 1676.78 192.574 290.509 468.503 153.841 0.836165 1.279 -0.0155275 727.874 696.543 31.331 318.249 308.606 9.643 10.5126 0.869558 0.290442 727.874 696.543 31.331 63.4415
0.581 0.117309 0.463691 0.0651324 0.0521765 1486.33 1679 192.675 290.534 468.653 153.59 0.836433 1.28122 -0.0155013 729.679 698.269 31.4098 319.592 309.924 9.66799 10.539 0.87099 0.29101 729.679 698.269 31.4098 63.4867
0.582 0.117531 0.464469 0.0652474 0.0522834 1488.45 1681.22 192.776 290.559 468.804 153.339 0.836699 1.28344 -0.0154752 731.486 699.998 31.4886 320.937 311.244 9.69298 10.5654 0.872423 0.291577 731.486 699.997 31.4886 63.5318
0.583 0.117752 0.465247 0.0653624 0.0523902 1490.57 1683.45 192.877 290.585 468.955 153.09 0.836965 1.28566 -0.0154492 733.296 701.728 31.5674 322.284 312.566 9.71799 10.5918 0.873855 0.292144 733.295 701.728 31.5674 63.5769
0.584 0.117974 0.466025 0.0654773 0.052497 1492.69 1685.67 192.977 290.611 469.106 152.842 0.837229 1.28788 -0.0154233 735.108 703.461 31.6462 323.634 313.891 9.743 10.6183 0.875288 0.292711 735.107 703.461 31.6462 63.6219
0.585 0.118196 0.466804 0.0655922 0.0526039 1494.82 1687.89 193.078 290.637 469.257 152.594 0.837493 1.2901 -0.0153974 736.922 705.197 31.7251 324.987 315.219 9.76803 10.6447 0.876721 0.293278 736.921 705.196 31.7251 63.6668
0.586 0.118418 0.467582 0.0657071 0.0527106 1496.94 1690.12 193.178 290.665 469.409 152.348 0.837755 1.29232 -0.0153717 738.738 706.934 31.804 326.341 316.548 9.79306 10.6712 0.878155 0.293845 738.737 706.933 31.804 63.7116
0.587 0.118639 0.46836 0.065822 0.0528174 1499.06 1692.34 193.279 290.692 469.561 152.103 0.838016 1.29454 -0.015346 740.557 708.674 31.8829 327.698 317.88 9.8181 10.6977 0.879588 0.294412 740.556 708.673 31.8829 63.7563
0.588 0.118861 0.469139 0.0659368 0.0529241 1501.19 1694.57 193.379 290.72 469.713 151.858 0.838276 1.29676 -0.0153205 742.378 710.416 31.9619 329.058 319.215 9.84316 10.7242 0.881022 0.294978 742.377 710.415 31.9619 63.801
0.589 0.119082 0.469917 0.0660515 0.0530308 1503.31 1696.79 193.479 290.749 469.866 151.615 0.838536 1.29898 -0.015295 744.201 712.16 32.0409 330.42 320.552 9.86822 10.7507 0.882455 0.295544 744.2 712.16 32.0409 63.8456
0.59 0.119304 0.470696 0.0661663 0.0531375 1505.44 1699.02 193.579 290.778 470.019 151.373 0.838794 1.3012 -0.0152696 746.027 713.907 32.1199 331.784 321.891 9.89329 10.7772 0.883889 0.29611 746.026 713.906 32.1199 63.8901
0.591 0.119525 0.471474 0.066281 0.0532442 1507.57 1701.24 193.678 290.808 470.172 151.131 0.839051 1.30342 -0.0152443 747.855 715.656 32.1989 333.151 323.232 9.91837 10.8037 0.885323 0.296676 747.854 715.655 32.1989 63.9345
0.592 0.119746 0.472253 0.0663957 0.0533508 1509.69 1703.47 193.778 290.838 470.325 150.891 0.839307 1.30564 -0.0152191 749.685 717.407 32.278 334.52 324.576 9.94346 10.8302 0.886758 0.297242 749.684 717.406 32.278 63.9788
0.593 0.119968 0.473032 0.0665103 0.0534575 1511.82 1705.7 193.878 290.868 470.479 150.651 0.839562 1.30786 -0.0151939 751.518 719.16 32.3571 335.891 325.923 9.96856 10.8568 0.888192 0.297807 751.517 719.16 32.3571 64.0231
0.594 0.120189 0.473811 0.0666249 0.0535641 1513.95 1707.92 193.977 290.899 470.633 150.413 0.839816 1.31008 -0.0151689 753.352 720.916 32.4362 337.265 327.271 9.99367 10.8833 0.889627 0.298373 753.352 720.916 32.4362 64.0673
0.595 0.12041 0.47459 0.0667395 0.0536706 1516.07 1710.15 194.076 290.931 470.787 150.175 0.840069 1.3123 -0.0151439 755.19 722.674 32.5153 338.641 328.623 10.0188 10.9099 0.891062 0.298938 755.189 722.674 32.5153 64.1114
0.596 0.120631 0.475368 0.066854 0.0537772 1518.2 1712.38 194.175 290.963 470.941 149.939 0.840321 1.31452 -0.015119 757.029 724.435 32.5945 340.02 329.976 10.0439 10.9364 0.892497 0.299503 757.029 724.434 32.5945 64.1555
0.597 0.120852 0.476147 0.0669685 0.0538837 1520.33 1714.6 194.274 290.995 471.096 149.703 0.840572 1.31674 -0.0150942 758.871 726.197 32.6736 341.401 331.332 10.0691 10.963 0.893932 0.300068 758.87 726.197 32.6736 64.1994
0.598 0.121073 0.476926 0.067083 0.0539903 1522.46 1716.83 194.373 291.028 471.251 149.468 0.840822 1.31896 -0.0150695 760.715 727.962 32.7529 342.785 332.69 10.0942 10.9896 0.895367 0.300633 760.715 727.962 32.7529 64.2433
0.599 0.121294 0.477705 0.0671975 0.0540967 1524.59 1719.06 194.472 291.061 471.406 149.235 0.841071 1.32118 -0.0150448 762.562 729.73 32.8321 344.17 334.051 10.1194 11.0162 0.896802 0.301197 762.561 729.729 32.8321 64.2871
0.6 0.121515 0.478485 0.0673119 0.0542032 1526.72 1721.29 194.571 291.095 471.562 149.002 0.841319 1.3234 -0.0150203 764.41 731.499 32.9114 345.559 335.414 10.1445 11.0428 0.898238 0.301762 764.41 731.498 32.9114 64.3309
0.601 0.121736 0.479264 0.0674263 0.0543097 1528.85 1723.52 194.669 291.129 471.717 148.77 0.841566 1.32562 -0.0149958 766.262 733.271 32.9907 346.949 336.779 10.1697 11.0694 0.899674 0.302326 766.261 733.27 32.9907 64.3745
0.602 0.121957 0.480043 0.0675406 0.0544161 1530.98 1725.74 194.768 291.164 471.873 148.539 0.841812 1.32784 -0.0149714 768.115 735.045 33.07 348.342 338.147 10.1949 11.096 0.90111 0.30289 768.114 735.044 33.07 64.4181
0.603 0.122177 0.480822 0.0676549 0.0545225 1533.11 1727.97 194.866 291.199 472.029 148.309 0.842057 1.33006 -0.0149471 769.971 736.821 33.1493 349.737 339.517 10.2201 11.1226 0.902546 0.303454 769.97 736.821 33.1493 64.4617
0.604 0.122398 0.481602 0.0677692 0.0546289 1535.24 1730.2 194.964 291.234 472.186 148.079 0.842301 1.33228 -0.0149228 771.829 738.6 33.2287 351.135 340.89 10.2453 11.1493 0.903982 0.304018 771.828 738.599 33.2287 64.5051
0.605 0.122619 0.482381 0.0678835 0.0547353 1537.37 1732.43 195.062 291.27 472.342 147.851 0.842544 1.3345 -0.0148987 773.689 740.381 33.3081 352.535 342.265 10.2705 11.1759 0.905418 0.304581 773.689 740.38 33.3081 64.5485
0.606 0.122839 0.48316 0.0679977 0.0548416 1539.5 1734.66 195.16 291.306 472.499 147.623 0.842787 1.33672 -0.0148746 775.552 742.164 33.3875 353.938 343.642 10.2957 11.2026 0.906855 0.305145 775.551 742.164 33.3875 64.5918
0.607 0.12306 0.48394 0.0681119 0.054948 1541.63 1736.89 195.258 291.343 472.656 147.397 0.843028 1.33894 -0.0148506 777.417 743.95 33.4669 355.343 345.022 10.321 11.2292 0.908292 0.305708 777.416 743.949 33.4669 64.635
0.608 0.12328 0.484719 0.0682261 0.0550543 1543.76 1739.12 195.356 291.38 472.814 147.171 0.843268 1.34116 -0.0148267 779.284 745.738 33.5464 356.75 346.404 10.3462 11.2559 0.909729 0.306271 779.284 745.737 33.5464 64.6782
0.609 0.123501 0.485499 0.0683402 0.0551606 1545.9 1741.35 195.454 291.418 472.971 146.946 0.843508 1.34338 -0.0148028 781.154 747.528 33.6259 358.159 347.788 10.3715 11.2826 0.911166 0.306834 781.153 747.527 33.6259 64.7212
0.61 0.123721 0.486278 0.0684544 0.0552668 1548.03 1743.58 195.551 291.455 473.129 146.722 0.843746 1.3456 -0.0147791 783.026 749.32 33.7054 359.571 349.175 10.3967 11.3093 0.912603 0.307397 783.025 749.32 33.7054 64.7643
0.611 0.123941 0.487058 0.0685684 0.0553731 1550.16 1745.81 195.648 291.494 473.287 146.499 0.843984 1.34781 -0.0147554 784.9 751.115 33.785 360.986 350.564 10.422 11.336 0.91404 0.30796 784.899 751.114 33.785 64.8072
0.612 0.124162 0.487838 0.0686825 0.0554793 1552.3 1748.04 195.746 291.532 473.445 146.277 0.844221 1.35003 -0.0147318 786.777 752.912 33.8646 362.402 351.955 10.4473 11.3627 0.915478 0.308522 786.776 752.911 33.8646 64.8501
0.613 0.124382 0.488618 0.0687965 0.0555855 1554.43 1750.27 195.843 291.572 473.603 146.055 0.844456 1.35225 -0.0147082 788.655 754.711 33.9442 363.821 353.349 10.4726 11.3895 0.916915 0.309085 788.655 754.711 33.9442 64.8929
0.614 0.124602 0.489397 0.0689105 0.0556917 1556.57 1752.51 195.94 291.611 473.762 145.835 0.844691 1.35447 -0.0146848 790.537 756.513 34.0238 365.243 354.745 10.4979 11.4162 0.918353 0.309647 790.536 756.512 34.0238 64.9356
0.615 0.124822 0.490177 0.0690245 0.0557979 1558.7 1754.74 196.037 291.651 473.921 145.615 0.844925 1.35669 -0.0146614 792.42 758.317 34.1034 366.667 356.144 10.5232 11.443 0.919791 0.310209 792.42 758.316 34.1034 64.9782
0.616 0.125042 0.490957 0.0691384 0.0559041 1560.84 1756.97 196.134 291.691 474.08 145.396 0.845158 1.35891 -0.0146381 794.306 760.123 34.1831 368.093 357.544 10.5485 11.4697 0.921229 0.310771 794.306 760.122 34.1831 65.0208
0.617 0.125262 0.491737 0.0692523 0.0560102 1562.97 1759.2 196.23 291.732 474.239 145.178 0.845391 1.36113 -0.0146148 796.194 761.931 34.2628 369.521 358.948 10.5738 11.4965 0.922667 0.311333 796.194 761.931 34.2628 65.0634
0.618 0.125482 0.492517 0.0693662 0.0561163 1565.11 1761.43 196.327 291.773 474.398 144.961 0.845622 1.36335 -0.0145917 798.085 763.742 34.3426 370.952 360.353 10.5992 11.5233 0.924106 0.311894 798.084 763.742 34.3426 65.1058
0.619 0.125702 0.493297 0.06948 0.0562224 1567.24 1763.67 196.423 291.814 474.558 144.744 0.845853 1.36557 -0.0145686 799.978 765.555 34.4223 372.386 361.761 10.6245 11.55 0.925544 0.312456 799.977 765.555 34.4223 65.1482
0.62 0.125922 0.494077 0.0695939 0.0563285 1569.38 1765.9 196.52 291.856 474.718 144.529 0.846082 1.36779 -0.0145456 801.873 767.371 34.5021 373.821 363.171 10.6499 11.5768 0.926983 0.313017 801.872 767.37 34.5021 65.1905
0.621 0.126142 0.494857 0.0697077 0.0564346 1571.52 1768.13 196.616 291.898 474.878 144.314 0.846311 1.37001 -0.0145226 803.77 769.188 34.5819 375.259 364.584 10.6752 11.6037 0.928422 0.313578 803.77 769.188 34.5819 65.2327
0.622 0.126362 0.495638 0.0698214 0.0565406 1573.65 1770.37 196.712 291.941 475.038 144.1 0.846539 1.37223 -0.0144997 805.67 771.008 34.6618 376.699 365.999 10.7006 11.6305 0.92986 0.314139 805.669 771.008 34.6618 65.2749
0.623 0.126582 0.496418 0.0699352 0.0566466 1575.79 1772.6 196.808 291.984 475.198 143.887 0.846766 1.37445 -0.014477 807.572 772.83 34.7416 378.142 367.416 10.726 11.6573 0.9313 0.3147 807.571 772.83 34.7416 65.317
0.624 0.126801 0.497198 0.0700489 0.0567527 1577.93 1774.83 196.904 292.027 475.359 143.674 0.846992 1.37666 -0.0144542 809.476 774.655 34.8215 379.587 368.836 10.7514 11.6841 0.932739 0.315261 809.476 774.654 34.8215 65.3591
0.625 0.127021 0.497979 0.0701626 0.0568586 1580.07 1777.07 197 292.07 475.519 143.463 0.847217 1.37888 -0.0144316 811.383 776.482 34.9015 381.035 370.258 10.7768 11.711 0.934178 0.315822 811.383 776.481 34.9015 65.4011
0.626 0.127241 0.498759 0.0702762 0.0569646 1582.2 1779.3 197.096 292.114 475.68 143.252 0.847442 1.3811 -0.014409 813.292 778.311 34.9814 382.484 371.682 10.8022 11.7378 0.935618 0.316382 813.292 778.31 34.9814 65.443
0.627 0.12746 0.499539 0.0703899 0.0570706 1584.34 1781.53 197.191 292.159 475.841 143.042 0.847666 1.38332 -0.0143865 815.203 780.142 35.0614 383.936 373.109 10.8276 11.7647 0.937057 0.316942 815.203 780.142 35.0614 65.4848
0.628 0.12768 0.50032 0.0705035 0.0571765 1586.48 1783.77 197.287 292.203 476.002 142.833 0.847889 1.38554 -0.0143641 817.117 781.976 35.1414 385.391 374.538 10.8531 11.7916 0.938497 0.317503 817.117 781.975 35.1414 65.5266
0.629 0.127899 0.5011 0.070617 0.0572824 1588.62 1786 197.382 292.248 476.164 142.624 0.848111 1.38776 -0.0143417 819.033 783.812 35.2214 386.848 375.969 10.8785 11.8185 0.939937 0.318063 819.033 783.811 35.2214 65.5683
0.63 0.128119 0.501881 0.0707306 0.0573883 1590.76 1788.24 197.478 292.293 476.325 142.416 0.848332 1.38998 -0.0143194 820.951 785.65 35.3015 388.307 377.403 10.904 11.8453 0.941377 0.318623 820.951 785.649 35.3015 65.6099
0.631 0.128338 0.502661 0.0708441 0.0574942 1592.9 1790.47 197.573 292.339 476.487 142.209 0.848552 1.3922 -0.0142972 822.872 787.49 35.3815 389.768 378.839 10.9294 11.8723 0.942817 0.319182 822.871 787.49 35.3815 65.6515
0.632 0.128558 0.503442 0.0709576 0.0576001 1595.04 1792.71 197.668 292.385 476.649 142.003 0.848772 1.39442 -0.014275 824.795 789.333 35.4616 391.232 380.277 10.9549 11.8992 0.944258 0.319742 824.794 789.333 35.4616 65.693
0.633 0.128777 0.504223 0.0710711 0.057706 1597.18 1794.94 197.763 292.431 476.811 141.798 0.848991 1.39664 -0.0142529 826.72 791.178 35.5418 392.698 381.718 10.9804 11.9261 0.945698 0.320302 826.72 791.178 35.5418 65.7345
0.634 0.128996 0.505003 0.0711845 0.0578118 1599.32 1797.18 197.858 292.478 476.973 141.593 0.849209 1.39885 -0.0142309 828.648 793.026 35.6219 394.167 383.161 11.0059 11.953 0.947139 0.320861 828.647 793.025 35.6219 65.7759
0.635 0.129215 0.505784 0.0712979 0.0579176 1601.46 1799.41 197.952 292.525 477.135 141.389 0.849426 1.40107 -0.014209 830.578 794.876 35.7021 395.638 384.606 11.0314 11.98 0.94858 0.32142 830.577 794.875 35.7021 65.8172
0.636 0.129435 0.506565 0.0714113 0.0580234 1603.6 1801.65 198.047 292.572 477.297 141.186 0.849642 1.40329 -0.0141871 832.51 796.728 35.7823 397.111 386.054 11.0569 12.0069 0.95002 0.321979 832.509 796.727 35.7823 65.8584
0.637 0.129654 0.507346 0.0715247 0.0581292 1605.74 1803.89 198.142 292.62 477.46 140.984 0.849858 1.40551 -0.0141653 834.444 798.582 35.8626 398.586 387.504 11.0824 12.0339 0.951461 0.322538 834.444 798.581 35.8626 65.8996
0.638 0.129873 0.508127 0.071638 0.058235 1607.89 1806.12 198.236 292.668 477.623 140.782 0.850073 1.40773 -0.0141435 836.381 800.438 35.9428 400.064 388.956 11.108 12.0609 0.952903 0.323097 836.381 800.438 35.9428 65.9408
0.639 0.130092 0.508908 0.0717514 0.0583407 1610.03 1808.36 198.33 292.716 477.786 140.581 0.850287 1.40995 -0.0141218 838.32 802.297 36.0231 401.545 390.411 11.1335 12.0878 0.954344 0.323656 838.32 802.297 36.0231 65.9818
0.64 0.130311 0.509689 0.0718647 0.0584465 1612.17 1810.59 198.425 292.764 477.949 140.381 0.8505 1.41217 -0.0141002 840.262 804.158 36.1034 403.027 391.868 11.159 12.1148 0.955785 0.324215 840.261 804.158 36.1034 66.0228
0.641 0.13053 0.51047 0.0719779 0.0585522 1614.31 1812.83 198.519 292.813 478.112 140.181 0.850712 1.41439 -0.0140787 842.206 806.022 36.1838 404.512 393.327 11.1846 12.1418 0.957227 0.324773 842.205 806.021 36.1838 66.0638
0.642 0.130749 0.511251 0.0720912 0.0586579 1616.45 1815.07 198.613 292.862 478.275 139.982 0.850924 1.4166 -0.0140572 844.152 807.888 36.2642 405.999 394.789 11.2102 12.1688 0.958668 0.325331 844.151 807.887 36.2642 66.1047
0.643 0.130968 0.512032 0.0722044 0.0587636 1618.6 1817.3 198.707 292.912 478.439 139.784 0.851135 1.41882 -0.0140358 846.1 809.756 36.3446 407.489 396.253 11.2358 12.1959 0.96011 0.32589 846.1 809.755 36.3446 66.1455
0.644 0.131187 0.512813 0.0723176 0.0588693 1620.74 1819.54 198.8 292.961 478.602 139.587 0.851345 1.42104 -0.0140144 848.051 811.626 36.425 408.981 397.719 11.2614 12.2229 0.961552 0.326448 848.05 811.625 36.425 66.1862
0.645 0.131406 0.513594 0.0724307 0.0589749 1622.88 1821.78 198.894 293.011 478.766 139.39 0.851555 1.42326 -0.0139932 850.004 813.499 36.5054 410.475 399.188 11.287 12.2499 0.962994 0.327006 850.004 813.498 36.5054 66.2269
0.646 0.131624 0.514375 0.0725439 0.0590806 1625.03 1824.01 198.988 293.062 478.93 139.194 0.851764 1.42548 -0.0139719 851.959 815.374 36.5859 411.972 400.659 11.3126 12.277 0.964436 0.327563 851.959 815.373 36.5859 66.2676
0.647 0.131843 0.515157 0.072657 0.0591862 1627.17 1826.25 199.081 293.112 479.094 138.999 0.851972 1.4277 -0.0139508 853.917 817.251 36.6664 413.47 402.132 11.3382 12.3041 0.965879 0.328121 853.917 817.25 36.6664 66.3081
0.648 0.132062 0.515938 0.0727701 0.0592918 1629.31 1828.49 199.175 293.163 479.258 138.804 0.852179 1.42992 -0.0139297 855.877 819.13 36.747 414.972 403.608 11.3638 12.3311 0.967321 0.328679 855.877 819.13 36.747 66.3487
0.649 0.13228 0.516719 0.0728832 0.0593974 1631.46 1830.73 199.268 293.214 479.422 138.61 0.852385 1.43214 -0.0139087 857.84 821.012 36.8275 416.475 405.086 11.3894 12.3582 0.968764 0.329236 857.839 821.012 36.8275 66.3891
0.65 0.132499 0.517501 0.0729962 0.059503 1633.6 1832.96 199.361 293.266 479.586 138.417 0.852591 1.43435 -0.0138877 859.804 822.896 36.9081 417.981 406.566 11.4151 12.3853 0.970206 0.329794 859.804 822.896 36.9081 66.4295
0.651 0.132718 0.518282 0.0731092 0.0596086 1635.75 1835.2 199.454 293.317 479.751 138.224 0.852796 1.43657 -0.0138668 861.771 824.782 36.9887 419.489 408.049 11.4408 12.4124 0.971649 0.330351 861.771 824.782 36.9887 66.4698
0.652 0.132936 0.519063 0.0732222 0.0597141 1637.89 1837.44 199.547 293.369 479.915 138.032 0.853001 1.43879 -0.013846 863.741 826.671 37.0694 421 409.533 11.4664 12.4395 0.973092 0.330908 863.74 826.671 37.0694 66.5101
0.653 0.133155 0.519845 0.0733352 0.0598197 1640.04 1839.68 199.64 293.422 480.08 137.841 0.853204 1.44101 -0.0138252 865.712 828.562 37.1501 422.513 411.021 11.4921 12.4666 0.974535 0.331465 865.712 828.562 37.1501 66.5503
0.654 0.133373 0.520626 0.0734482 0.0599252 1642.18 1841.92 199.733 293.474 480.245 137.651 0.853407 1.44323 -0.0138045 867.686 830.455 37.2307 424.028 412.51 11.5178 12.4938 0.975978 0.332022 867.686 830.455 37.2307 66.5905
0.655 0.133592 0.521408 0.0735611 0.0600307 1644.33 1844.16 199.826 293.527 480.41 137.461 0.853609 1.44545 -0.0137839 869.662 832.351 37.3115 425.545 414.002 11.5435 12.5209 0.977421 0.332578 869.662 832.35 37.3115 66.6306
0.656 0.13381 0.52219 0.073674 0.0601362 1646.48 1846.39 199.918 293.58 480.575 137.272 0.853811 1.44767 -0.0137633 871.641 834.249 37.3922 427.065 415.496 11.5692 12.5481 0.978865 0.333135 871.64 834.248 37.3922 66.6706
0.657 0.134028 0.522971 0.0737869 0.0602417 1648.62 1848.63 200.011 293.633 480.74 137.083 0.854012 1.44988 -0.0137428 873.622 836.149 37.473 428.587 416.992 11.5949 12.5752 0.980308 0.333692 873.621 836.148 37.473 66.7106
0.658 0.134247 0.523753 0.0738997 0.0603471 1650.77 1850.87 200.103 293.687 480.905 136.895 0.854212 1.4521 -0.0137223 875.605 838.051 37.5538 430.112 418.491 11.6206 12.6024 0.981752 0.334248 875.605 838.051 37.5538 66.7505
0.659 0.134465 0.524535 0.0740126 0.0604526 1652.91 1853.11 200.195 293.741 481.07 136.708 0.854411 1.45432 -0.0137019 877.591 839.956 37.6346 431.639 419.992 11.6464 12.6296 0.983196 0.334804 877.59 839.955 37.6346 66.7903
0.66 0.134683 0.525316 0.0741254 0.060558 1655.06 1855.35 200.288 293.795 481.236 136.521 0.85461 1.45654 -0.0136816 879.578 841.863 37.7155 433.168 421.496 11.6721 12.6568 0.984639 0.33536 879.578 841.862 37.7155 66.8301
0.661 0.134902 0.526098 0.0742382 0.0606635 1657.21 1857.59 200.38 293.849 481.401 136.335 0.854808 1.45876 -0.0136613 881.569 843.772 37.7964 434.699 423.001 11.6979 12.684 0.986083 0.335916 881.568 843.772 37.7964 66.8699
0.662 0.13512 0.52688 0.0743509 0.0607689 1659.36 1859.83 200.472 293.904 481.567 136.15 0.855005 1.46098 -0.0136411 883.561 845.684 37.8773 436.233 424.509 11.7236 12.7112 0.987528 0.336472 883.561 845.683 37.8773 66.9096
0.663 0.135338 0.527662 0.0744637 0.0608743 1661.5 1862.07 200.564 293.959 481.733 135.966 0.855202 1.46319 -0.0136209 885.556 847.598 37.9582 437.769 426.02 11.7494 12.7384 0.988972 0.337028 885.555 847.597 37.9582 66.9492
0.664 0.135556 0.528444 0.0745764 0.0609796 1663.65 1864.31 200.656 294.014 481.898 135.782 0.855398 1.46541 -0.0136008 887.553 849.514 38.0392 439.307 427.532 11.7752 12.7656 0.990416 0.337584 887.553 849.513 38.0392 66.9888
0.665 0.135774 0.529226 0.0746891 0.061085 1665.8 1866.55 200.747 294.069 482.064 135.598 0.855593 1.46763 -0.0135808 889.552 851.432 38.1202 440.848 429.047 11.801 12.7929 0.99186 0.338139 889.552 851.432 38.1202 67.0283
0.666 0.135992 0.530008 0.0748018 0.0611904 1667.95 1868.79 200.839 294.125 482.23 135.415 0.855788 1.46985 -0.0135608 891.554 853.353 38.2012 442.391 430.564 11.8268 12.8201 0.993305 0.338695 891.554 853.353 38.2012 67.0677
0.667 0.13621 0.53079 0.0749145 0.0612957 1670.09 1871.03 200.93 294.181 482.396 135.233 0.855982 1.47207 -0.0135409 893.558 855.276 38.2823 443.936 432.084 11.8526 12.8474 0.99475 0.33925 893.558 855.276 38.2823 67.1071
0.668 0.136428 0.531572 0.0750271 0.061401 1672.24 1873.27 201.022 294.237 482.563 135.052 0.856175 1.47429 -0.0135211 895.565 857.201 38.3633 445.484 433.606 11.8784 12.8746 0.996194 0.339805 895.564 857.201 38.3633 67.1465
0.669 0.136646 0.532354 0.0751397 0.0615063 1674.39 1875.51 201.113 294.293 482.729 134.871 0.856368 1.4765 -0.0135013 897.573 859.129 38.4444 447.034 435.13 11.9043 12.9019 0.997639 0.34036 897.573 859.128 38.4444 67.1858
0.67 0.136864 0.533136 0.0752523 0.0616116 1676.54 1877.75 201.204 294.35 482.895 134.691 0.85656 1.47872 -0.0134815 899.584 861.059 38.5256 448.586 436.656 11.9301 12.9292 0.999084 0.340915 899.584 861.058 38.5256 67.225
0.671 0.137082 0.533918 0.0753649 0.0617169 1678.69 1879.99 201.296 294.407 483.062 134.511 0.856751 1.48094 -0.0134618 901.598 862.991 38.6067 450.141 438.185 11.956 12.9565 1.00053 0.34147 901.597 862.991 38.6067 67.2642
0.672 0.1373 0.5347 0.0754774 0.0618222 1680.84 1882.23 201.387 294.464 483.228 134.332 0.856942 1.48316 -0.0134422 903.613 864.926 38.6879 451.698 439.716 11.9818 12.9838 1.00197 0.342025 903.613 864.925 38.6879 67.3033
0.673 0.137517 0.535482 0.07559 0.0619275 1682.99 1884.47 201.478 294.521 483.395 134.153 0.857132 1.48538 -0.0134226 905.631 866.862 38.7691 453.257 441.249 12.0077 13.0111 1.00342 0.34258 905.631 866.862 38.7691 67.3424
0.674 0.137735 0.536265 0.0757025 0.0620327 1685.14 1886.71 201.569 294.579 483.562 133.976 0.857321 1.4876 -0.0134031 907.652 868.801 38.8504 454.818 442.785 12.0336 13.0384 1.00487 0.343134 907.651 868.801 38.8504 67.3814
0.675 0.137953 0.537047 0.075815 0.062138 1687.29 1888.95 201.659 294.636 483.728 133.798 0.85751 1.48981 -0.0133837 909.674 870.743 38.9316 456.382 444.323 12.0595 13.0658 1.00631 0.343689 909.674 870.742 38.9316 67.4204
0.676 0.13817 0.537829 0.0759274 0.0622432 1689.44 1891.19 201.75 294.694 483.895 133.622 0.857698 1.49203 -0.0133643 911.699 872.686 39.0129 457.948 445.863 12.0854 13.0931 1.00776 0.344243 911.699 872.686 39.0129 67.4593
0.677 0.138388 0.538612 0.0760399 0.0623484 1691.59 1893.43 201.841 294.752 484.062 133.446 0.857885 1.49425 -0.0133449 913.727 874.632 39.0943 459.517 447.405 12.1113 13.1205 1.0092 0.344797 913.726 874.632 39.0943 67.4981
0.678 0.138606 0.539394 0.0761523 0.0624536 1693.74 1895.67 201.931 294.811 484.229 133.27 0.858072 1.49647 -0.0133257 915.756 876.581 39.1756 461.087 448.95 12.1372 13.1479 1.01065 0.345352 915.756 876.58 39.1756 67.5369
0.679 0.138823 0.540176 0.0762647 0.0625588 1695.89 1897.91 202.022 294.869 484.396 133.095 0.858259 1.49869 -0.0133064 917.788 878.531 39.257 462.66 450.497 12.1631 13.1752 1.01209 0.345906 917.788 878.531 39.257 67.5757
0.68 0.139041 0.540959 0.0763771 0.0626639 1698.04 1900.15 202.112 294.928 484.563 132.921 0.858444 1.5009 -0.0132873 919.822 880.484 39.3384 464.236 452.046 12.1891 13.2026 1.01354 0.34646 919.822 880.484 39.3384 67.6143
0.681 0.139258 0.541741 0.0764895 0.0627691 1700.19 1902.39 202.202 294.987 484.731 132.747 0.858629 1.50312 -0.0132681 921.859 882.439 39.4198 465.813 453.598 12.215 13.23 1.01499 0.347013 921.858 882.439 39.4198 67.653
0.682 0.139476 0.542524 0.0766018 0.0628742 1702.34 1904.63 202.292 295.047 484.898 132.574 0.858814 1.50534 -0.0132491 923.898 884.396 39.5013 467.393 455.152 12.241 13.2574 1.01643 0.347567 923.897 884.396 39.5013 67.6916
0.683 0.139693 0.543306 0.0767141 0.0629794 1704.49 1906.87 202.382 295.106 485.065 132.401 0.858997 1.50756 -0.0132301 925.939 886.356 39.5828 468.975 456.708 12.267 13.2848 1.01788 0.348121 925.938 886.356 39.5828 67.7301
0.684 0.139911 0.544089 0.0768264 0.0630845 1706.64 1909.12 202.472 295.166 485.233 132.229 0.859181 1.50978 -0.0132111 927.982 888.318 39.6643 470.56 458.267 12.2929 13.3123 1.01933 0.348674 927.982 888.318 39.6643 67.7686
