dens densp densn dense densm mup mun mue nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.377 0.0701559 0.306844 0.0405606 0.0295953 1075.23 1243.67 168.443 309.295 455.457 241.58 0.742726 0.827554 -0.0237291 408.738 392.908 15.8302 99.1279 94.3662 4.7617 5.34607 0.584366 0.169634 408.738 392.908 15.8302 51.7267
0.378 0.0703998 0.3076 0.0406886 0.0297112 1077.03 1245.62 168.587 308.976 455.34 240.851 0.743503 0.829784 -0.023667 410.086 394.182 15.904 99.9204 95.1357 4.78471 5.37045 0.585734 0.170266 410.086 394.182 15.904 51.8029
0.379 0.0706435 0.308357 0.0408164 0.0298271 1078.84 1247.57 168.729 308.661 455.226 240.126 0.744274 0.832014 -0.0236053 411.437 395.459 15.9778 100.716 95.9085 4.80774 5.39484 0.587103 0.170897 411.437 395.459 15.9778 51.8788
0.38 0.0708871 0.309113 0.0409442 0.0299429 1080.65 1249.52 168.872 308.351 455.115 239.406 0.745041 0.834243 -0.023544 412.789 396.737 16.0517 101.515 96.6844 4.83078 5.41925 0.588472 0.171528 412.789 396.737 16.0517 51.9544
0.381 0.0711305 0.309869 0.0410719 0.0300586 1082.47 1251.48 169.014 308.044 455.007 238.691 0.745803 0.836473 -0.0234829 414.143 398.018 16.1256 102.317 97.4635 4.85384 5.44368 0.589841 0.172159 414.143 398.018 16.1256 52.0298
0.382 0.0713738 0.310626 0.0411995 0.0301743 1084.29 1253.44 169.156 307.74 454.903 237.98 0.74656 0.838702 -0.0234221 415.5 399.3 16.1996 103.123 98.2457 4.87691 5.46812 0.591211 0.172789 415.5 399.3 16.1996 52.1049
0.383 0.0716169 0.311383 0.041327 0.0302899 1086.11 1255.41 169.298 307.441 454.802 237.274 0.747312 0.840931 -0.0233617 416.859 400.585 16.2735 103.931 99.0312 4.89999 5.49257 0.592581 0.173419 416.859 400.585 16.2735 52.1797
0.384 0.0718599 0.31214 0.0414544 0.0304055 1087.93 1257.37 169.439 307.146 454.705 236.572 0.74806 0.843161 -0.0233016 418.22 401.872 16.3476 104.743 99.8198 4.92309 5.51704 0.593952 0.174048 418.22 401.872 16.3476 52.2543
0.385 0.0721027 0.312897 0.0415817 0.030521 1089.76 1259.34 169.58 306.854 454.61 235.874 0.748802 0.84539 -0.0232417 419.583 403.161 16.4216 105.558 100.612 4.9462 5.54152 0.595323 0.174677 419.583 403.161 16.4216 52.3286
0.386 0.0723454 0.313655 0.0417089 0.0306365 1091.6 1261.32 169.721 306.566 454.519 235.182 0.74954 0.847619 -0.0231822 420.948 404.452 16.4957 106.376 101.406 4.96932 5.56601 0.596695 0.175305 420.948 404.452 16.4957 52.4027
0.387 0.0725879 0.314412 0.0418361 0.0307519 1093.43 1263.29 169.861 306.282 454.431 234.493 0.750274 0.849848 -0.023123 422.315 405.745 16.5698 107.197 102.204 4.99246 5.59052 0.598067 0.175933 422.315 405.745 16.5698 52.4766
0.388 0.0728303 0.31517 0.0419631 0.0308672 1095.27 1265.27 170.001 306.002 454.346 233.809 0.751002 0.852077 -0.0230641 423.684 407.04 16.6439 108.021 103.006 5.01561 5.61504 0.599439 0.176561 423.684 407.04 16.6439 52.5501
0.389 0.0730725 0.315927 0.0420901 0.0309825 1097.12 1267.26 170.141 305.725 454.264 233.129 0.751726 0.854306 -0.0230055 425.056 408.337 16.7181 108.849 103.81 5.03877 5.63958 0.600812 0.177188 425.056 408.337 16.7181 52.6234
0.39 0.0733146 0.316685 0.0422169 0.0310977 1098.96 1269.24 170.28 305.451 454.184 232.453 0.752446 0.856534 -0.0229472 426.429 409.637 16.7923 109.679 104.617 5.06194 5.66413 0.602185 0.177815 426.429 409.637 16.7923 52.6965
0.391 0.0735565 0.317443 0.0423437 0.0312128 1100.81 1271.23 170.42 305.182 454.108 231.782 0.753161 0.858763 -0.0228892 427.805 410.938 16.8666 110.513 105.428 5.08513 5.68869 0.603559 0.178441 427.805 410.938 16.8666 52.7693
0.392 0.0737983 0.318202 0.0424704 0.0313279 1102.67 1273.23 170.558 304.915 454.035 231.115 0.753871 0.860992 -0.0228314 429.183 412.242 16.9408 111.35 106.242 5.10833 5.71327 0.604933 0.179067 429.183 412.242 16.9408 52.8419
0.393 0.0740399 0.31896 0.042597 0.0314429 1104.52 1275.22 170.697 304.653 453.965 230.452 0.754577 0.86322 -0.022774 430.563 413.547 17.0151 112.19 107.058 5.13155 5.73785 0.606308 0.179692 430.563 413.547 17.0151 52.9143
0.394 0.0742814 0.319719 0.0427235 0.0315579 1106.38 1277.22 170.835 304.393 453.897 229.793 0.755279 0.865449 -0.0227169 431.945 414.855 17.0895 113.033 107.878 5.15477 5.76245 0.607683 0.180317 431.945 414.855 17.0895 52.9864
0.395 0.0745228 0.320477 0.04285 0.0316728 1108.25 1279.22 170.973 304.138 453.833 229.138 0.755976 0.867677 -0.02266 433.329 416.165 17.1638 113.879 108.701 5.17801 5.78707 0.609058 0.180942 433.329 416.165 17.1638 53.0582
0.396 0.0747639 0.321236 0.0429763 0.0317876 1110.11 1281.22 171.111 303.885 453.771 228.488 0.756669 0.869905 -0.0226034 434.715 417.477 17.2382 114.728 109.527 5.20126 5.81169 0.610434 0.181566 434.715 417.477 17.2382 53.1298
0.397 0.075005 0.321995 0.0431025 0.0319024 1111.98 1283.23 171.248 303.636 453.712 227.841 0.757358 0.872133 -0.0225471 436.104 418.791 17.3126 115.581 110.356 5.22452 5.83633 0.61181 0.18219 436.104 418.791 17.3126 53.2012
0.398 0.0752458 0.322754 0.0432287 0.0320171 1113.86 1285.24 171.385 303.39 453.656 227.199 0.758042 0.874362 -0.0224911 437.495 420.108 17.3871 116.436 111.188 5.2478 5.86098 0.613187 0.182813 437.495 420.108 17.3871 53.2723
0.399 0.0754866 0.323513 0.0433548 0.0321318 1115.73 1287.25 171.521 303.148 453.602 226.56 0.758722 0.87659 -0.0224354 438.888 421.426 17.4616 117.294 112.023 5.27108 5.88565 0.614564 0.183436 438.888 421.426 17.4616 53.3432
0.4 0.0757271 0.324273 0.0434807 0.0322464 1117.61 1289.27 171.658 302.908 453.551 225.926 0.759398 0.878818 -0.02238 440.283 422.746 17.5361 118.156 112.862 5.29438 5.91032 0.615941 0.184059 440.283 422.746 17.5361 53.4139
0.401 0.0759676 0.325032 0.0436066 0.032361 1119.49 1291.29 171.794 302.672 453.503 225.295 0.760069 0.881046 -0.0223248 441.68 424.069 17.6106 119.021 113.703 5.31769 5.93501 0.617319 0.184681 441.68 424.069 17.6106 53.4844
0.402 0.0762079 0.325792 0.0437324 0.0324754 1121.38 1293.31 171.93 302.439 453.458 224.668 0.760737 0.883273 -0.0222699 443.079 425.394 17.6852 119.888 114.547 5.34101 5.95971 0.618698 0.185302 443.079 425.394 17.6852 53.5546
0.403 0.076448 0.326552 0.0438581 0.0325899 1123.26 1295.33 172.065 302.209 453.415 224.046 0.7614 0.885501 -0.0222153 444.481 426.721 17.7598 120.759 115.395 5.36434 5.98442 0.620076 0.185924 444.481 426.721 17.7598 53.6245
0.404 0.076688 0.327312 0.0439838 0.0327042 1125.16 1297.36 172.201 301.983 453.374 223.427 0.762059 0.887729 -0.0221609 445.884 428.05 17.8344 121.633 116.245 5.38768 6.00914 0.621456 0.186544 445.884 428.05 17.8344 53.6943
0.405 0.0769278 0.328072 0.0441093 0.0328185 1127.05 1299.38 172.335 301.759 453.336 222.811 0.762714 0.889956 -0.0221068 447.29 429.381 17.909 122.509 117.098 5.41104 6.03387 0.622835 0.187165 447.29 429.381 17.909 53.7638
0.406 0.0771675 0.328833 0.0442347 0.0329327 1128.95 1301.42 172.47 301.538 453.301 222.2 0.763365 0.892184 -0.022053 448.698 430.714 17.9837 123.389 117.955 5.4344 6.05862 0.624215 0.187785 448.698 430.714 17.9837 53.8331
0.407 0.077407 0.329593 0.0443601 0.0330469 1130.84 1303.45 172.604 301.321 453.268 221.592 0.764013 0.894411 -0.0219995 450.108 432.05 18.0584 124.272 118.814 5.45778 6.08338 0.625596 0.188404 450.108 432.05 18.0584 53.9022
0.408 0.0776464 0.330354 0.0444854 0.033161 1132.75 1305.49 172.739 301.106 453.237 220.988 0.764656 0.896639 -0.0219462 451.521 433.387 18.1331 125.158 119.677 5.48117 6.10815 0.626977 0.189023 451.521 433.387 18.1331 53.971
0.409 0.0778857 0.331114 0.0446106 0.0332751 1134.65 1307.52 172.872 300.895 453.209 220.388 0.765295 0.898866 -0.0218931 452.935 434.727 18.2079 126.047 120.542 5.50457 6.13293 0.628358 0.189642 452.935 434.727 18.2079 54.0397
0.41 0.0781248 0.331875 0.0447357 0.0333891 1136.56 1309.56 173.006 300.686 453.184 219.791 0.76593 0.901093 -0.0218404 454.352 436.069 18.2827 126.938 121.41 5.52798 6.15772 0.62974 0.19026 454.352 436.069 18.2827 54.1081
0.411 0.0783637 0.332636 0.0448607 0.033503 1138.47 1311.61 173.139 300.48 453.16 219.198 0.766562 0.903321 -0.0217879 455.771 437.413 18.3575 127.833 122.282 5.5514 6.18252 0.631122 0.190878 455.771 437.413 18.3575 54.1763
0.412 0.0786025 0.333397 0.0449856 0.0336169 1140.38 1313.65 173.272 300.277 453.139 218.609 0.76719 0.905548 -0.0217356 457.192 438.759 18.4323 128.731 123.156 5.57483 6.20733 0.632504 0.191496 457.192 438.759 18.4323 54.2443
0.413 0.0788412 0.334159 0.0451105 0.0337307 1142.3 1315.7 173.405 300.077 453.121 218.023 0.767814 0.907775 -0.0216836 458.615 440.108 18.5072 129.632 124.033 5.59827 6.23216 0.633887 0.192113 458.615 440.108 18.5072 54.312
0.414 0.0790797 0.33492 0.0452352 0.0338445 1144.22 1317.75 173.537 299.88 453.104 217.441 0.768434 0.910002 -0.0216318 460.04 441.458 18.5821 130.535 124.914 5.62172 6.25699 0.635271 0.192729 460.04 441.458 18.5821 54.3796
0.415 0.0793181 0.335682 0.0453599 0.0339582 1146.14 1319.81 173.669 299.685 453.09 216.862 0.76905 0.912229 -0.0215803 461.468 442.811 18.657 131.442 125.797 5.64519 6.28184 0.636655 0.193345 461.468 442.811 18.657 54.4469
0.416 0.0795563 0.336444 0.0454845 0.0340718 1148.06 1321.86 173.801 299.493 453.078 216.287 0.769663 0.914456 -0.0215291 462.898 444.166 18.7319 132.352 126.683 5.66866 6.3067 0.638039 0.193961 462.898 444.166 18.7319 54.514
0.417 0.0797944 0.337206 0.045609 0.0341854 1149.98 1323.92 173.933 299.304 453.069 215.715 0.770272 0.916682 -0.0214781 464.33 445.523 18.8069 133.264 127.572 5.69214 6.33157 0.639424 0.194576 464.33 445.523 18.8069 54.5809
0.418 0.0800323 0.337968 0.0457334 0.0342989 1151.91 1325.98 174.064 299.118 453.061 215.146 0.770877 0.918909 -0.0214273 465.764 446.882 18.8819 134.18 128.464 5.71564 6.35644 0.640809 0.195191 465.764 446.882 18.8819 54.6477
0.419 0.0802701 0.33873 0.0458577 0.0344124 1153.84 1328.04 174.195 298.934 453.056 214.581 0.771479 0.921136 -0.0213768 467.2 448.243 18.9569 135.099 129.359 5.73914 6.38133 0.642194 0.195806 467.2 448.243 18.9569 54.7142
0.42 0.0805077 0.339492 0.045982 0.0345258 1155.78 1330.1 174.326 298.753 453.053 214.02 0.772077 0.923362 -0.0213265 468.639 449.607 19.0319 136.02 130.257 5.76265 6.40623 0.64358 0.19642 468.639 449.607 19.0319 54.7805
0.421 0.0807453 0.340255 0.0461062 0.0346391 1157.71 1332.17 174.456 298.574 453.052 213.461 0.772672 0.925589 -0.0212765 470.08 450.973 19.107 136.944 131.158 5.78618 6.43114 0.644966 0.197034 470.08 450.973 19.107 54.8465
0.422 0.0809826 0.341017 0.0462302 0.0347524 1159.65 1334.24 174.587 298.398 453.053 212.906 0.773263 0.927815 -0.0212267 471.523 452.341 19.182 137.872 132.062 5.80971 6.45606 0.646353 0.197647 471.523 452.341 19.182 54.9124
0.423 0.0812198 0.34178 0.0463542 0.0348656 1161.59 1336.31 174.716 298.225 453.056 212.355 0.77385 0.930042 -0.0211771 472.968 453.711 19.2572 138.802 132.969 5.83326 6.481 0.64774 0.19826 472.968 453.711 19.2572 54.9781
0.424 0.0814569 0.342543 0.0464782 0.0349788 1163.53 1338.38 174.846 298.054 453.061 211.806 0.774434 0.932268 -0.0211278 474.415 455.083 19.3323 139.735 133.878 5.85681 6.50594 0.649128 0.198872 474.415 455.083 19.3323 55.0436
0.425 0.0816939 0.343306 0.046602 0.0350919 1165.48 1340.45 174.976 297.885 453.068 211.261 0.775015 0.934494 -0.0210787 475.865 456.457 19.4074 140.671 134.791 5.88037 6.53089 0.650515 0.199485 475.865 456.457 19.4074 55.1089
0.426 0.0819307 0.344069 0.0467258 0.0352049 1167.43 1342.53 175.105 297.719 453.077 210.719 0.775592 0.936721 -0.0210299 477.316 457.834 19.4826 141.61 135.706 5.90395 6.55585 0.651904 0.200096 477.316 457.834 19.4826 55.174
0.427 0.0821673 0.344833 0.0468494 0.0353179 1169.38 1344.61 175.234 297.556 453.088 210.18 0.776166 0.938947 -0.0209812 478.77 459.213 19.5578 142.552 136.624 5.92753 6.58083 0.653293 0.200707 478.77 459.213 19.5578 55.2389
0.428 0.0824039 0.345596 0.046973 0.0354308 1171.33 1346.69 175.363 297.395 453.101 209.645 0.776736 0.941173 -0.0209328 480.227 460.594 19.633 143.497 137.546 5.95113 6.60581 0.654682 0.201318 480.227 460.594 19.633 55.3036
0.429 0.0826403 0.34636 0.0470965 0.0355437 1173.28 1348.77 175.491 297.236 453.116 209.112 0.777303 0.943399 -0.0208847 481.685 461.977 19.7083 144.444 138.47 5.97473 6.6308 0.656071 0.201929 481.685 461.977 19.7083 55.3681
0.43 0.0828765 0.347123 0.04722 0.0356565 1175.24 1350.86 175.619 297.079 453.133 208.583 0.777867 0.945625 -0.0208367 483.146 463.362 19.7836 145.395 139.397 5.99834 6.6558 0.657461 0.202539 483.146 463.362 19.7836 55.4324
0.431 0.0831126 0.347887 0.0473433 0.0357693 1177.2 1352.94 175.747 296.925 453.152 208.057 0.778427 0.947851 -0.020789 484.608 464.75 19.8589 146.348 140.326 6.02197 6.68082 0.658851 0.203149 484.608 464.75 19.8589 55.4965
0.432 0.0833486 0.348651 0.0474666 0.035882 1179.16 1355.03 175.875 296.774 453.172 207.534 0.778985 0.950077 -0.0207415 486.074 466.139 19.9342 147.305 141.259 6.0456 6.70584 0.660242 0.203758 486.074 466.139 19.9342 55.5604
0.433 0.0835844 0.349416 0.0475898 0.0359947 1181.12 1357.12 176.002 296.624 453.194 207.013 0.779538 0.952302 -0.0206942 487.541 467.531 20.0095 148.264 142.194 6.06924 6.73087 0.661633 0.204367 487.541 467.531 20.0095 55.6242
0.434 0.0838201 0.35018 0.0477129 0.0361073 1183.09 1359.21 176.129 296.477 453.219 206.496 0.780089 0.954528 -0.0206471 489.01 468.925 20.0849 149.226 143.133 6.09289 6.75592 0.663025 0.204975 489.01 468.925 20.0849 55.6877
0.435 0.0840557 0.350944 0.0478359 0.0362198 1185.05 1361.31 176.256 296.332 453.245 205.982 0.780637 0.956754 -0.0206003 490.482 470.322 20.1603 150.191 144.074 6.11655 6.78097 0.664417 0.205583 490.482 470.322 20.1603 55.7511
0.436 0.0842911 0.351709 0.0479589 0.0363323 1187.02 1363.4 176.383 296.189 453.272 205.471 0.781181 0.958979 -0.0205537 491.956 471.72 20.2357 151.158 145.018 6.14022 6.80603 0.665809 0.206191 491.956 471.72 20.2357 55.8142
0.437 0.0845264 0.352474 0.0480817 0.0364447 1188.99 1365.5 176.509 296.049 453.302 204.963 0.781722 0.961205 -0.0205073 493.432 473.121 20.3111 152.129 145.965 6.1639 6.83111 0.667202 0.206798 493.432 473.121 20.3111 55.8772
0.438 0.0847616 0.353238 0.0482045 0.0365571 1190.97 1367.6 176.636 295.911 453.333 204.457 0.782261 0.96343 -0.0204611 494.91 474.524 20.3866 153.102 146.915 6.18759 6.85619 0.668595 0.207405 494.91 474.524 20.3866 55.9401
0.439 0.0849966 0.354003 0.0483272 0.0366694 1192.94 1369.7 176.761 295.774 453.366 203.955 0.782796 0.965656 -0.0204151 496.391 475.929 20.4621 154.078 147.867 6.21129 6.88128 0.669988 0.208012 496.391 475.929 20.4621 56.0027
0.44 0.0852315 0.354768 0.0484499 0.0367816 1194.92 1371.8 176.887 295.64 453.401 203.455 0.783328 0.967881 -0.0203693 497.874 477.336 20.5376 155.057 148.822 6.235 6.90638 0.671382 0.208618 497.874 477.336 20.5376 56.0651
0.441 0.0854663 0.355534 0.0485725 0.0368938 1196.9 1373.91 177.013 295.508 453.437 202.959 0.783857 0.970106 -0.0203238 499.359 478.746 20.6131 156.039 149.781 6.25872 6.93149 0.672776 0.209224 499.359 478.746 20.6131 56.1274
0.442 0.0857009 0.356299 0.0486949 0.037006 1198.88 1376.02 177.138 295.378 453.475 202.465 0.784383 0.972332 -0.0202784 500.846 480.157 20.6886 157.024 150.742 6.28244 6.95661 0.674171 0.209829 500.846 480.157 20.6886 56.1895
0.443 0.0859354 0.357065 0.0488174 0.0371181 1200.86 1378.12 177.263 295.251 453.515 201.974 0.784906 0.974557 -0.0202333 502.336 481.571 20.7642 158.012 151.705 6.30618 6.98175 0.675566 0.210434 502.336 481.571 20.7642 56.2514
0.444 0.0861698 0.35783 0.0489397 0.0372301 1202.84 1380.23 177.388 295.125 453.556 201.485 0.785426 0.976782 -0.0201883 503.827 482.988 20.8398 159.002 152.672 6.32993 7.00689 0.676961 0.211039 503.827 482.988 20.8398 56.3131
0.445 0.0864041 0.358596 0.0490619 0.0373421 1204.83 1382.34 177.512 295.001 453.598 201 0.785943 0.979007 -0.0201436 505.321 484.406 20.9154 159.995 153.641 6.35368 7.03204 0.678357 0.211643 505.321 484.406 20.9154 56.3747
0.446 0.0866382 0.359362 0.0491841 0.037454 1206.82 1384.46 177.636 294.879 453.643 200.517 0.786457 0.981232 -0.020099 506.818 485.827 20.9911 160.991 154.613 6.37744 7.0572 0.679753 0.212247 506.818 485.827 20.9911 56.4361
0.447 0.0868722 0.360128 0.0493062 0.0375659 1208.81 1386.57 177.761 294.76 453.689 200.037 0.786968 0.983457 -0.0200547 508.316 487.249 21.0667 161.99 155.588 6.40122 7.08237 0.681149 0.212851 508.316 487.249 21.0667 56.4973
0.448 0.087106 0.360894 0.0494283 0.0376778 1210.8 1388.69 177.884 294.642 453.736 199.56 0.787476 0.985682 -0.0200106 509.817 488.674 21.1424 162.991 156.566 6.425 7.10755 0.682546 0.213454 509.817 488.674 21.1424 56.5583
0.449 0.0873398 0.36166 0.0495502 0.0377895 1212.8 1390.8 178.008 294.526 453.785 199.085 0.787982 0.987907 -0.0199666 511.32 490.102 21.2181 163.995 157.547 6.44879 7.13273 0.683943 0.214057 511.32 490.102 21.2181 56.6192
0.45 0.0875734 0.362427 0.0496721 0.0379013 1214.79 1392.92 178.131 294.412 453.836 198.613 0.788485 0.990132 -0.0199229 512.825 491.531 21.2938 165.003 158.53 6.47259 7.15793 0.685341 0.214659 512.825 491.531 21.2938 56.6799
0.451 0.0878069 0.363193 0.0497939 0.0380129 1216.79 1395.04 178.254 294.3 453.888 198.144 0.788985 0.992356 -0.0198794 514.332 492.963 21.3696 166.012 159.516 6.4964 7.18314 0.686739 0.215261 514.332 492.963 21.3696 56.7404
0.452 0.0880402 0.36396 0.0499157 0.0381245 1218.79 1397.17 178.377 294.19 453.941 197.677 0.789482 0.994581 -0.019836 515.842 494.396 21.4453 167.025 160.505 6.52022 7.20836 0.688137 0.215863 515.842 494.396 21.4453 56.8008
0.453 0.0882735 0.364727 0.0500374 0.0382361 1220.79 1399.29 178.5 294.081 453.996 197.213 0.789976 0.996806 -0.0197928 517.354 495.833 21.5211 168.04 161.496 6.54405 7.23358 0.689536 0.216464 517.354 495.833 21.5211 56.861
0.454 0.0885066 0.365493 0.050159 0.0383476 1222.79 1401.41 178.623 293.975 454.052 196.751 0.790468 0.99903 -0.0197499 518.868 497.271 21.5969 169.059 162.491 6.56788 7.25882 0.690935 0.217065 518.868 497.271 21.5969 56.921
0.455 0.0887396 0.36626 0.0502805 0.0384591 1224.8 1403.54 178.745 293.87 454.11 196.292 0.790957 1.00125 -0.0197071 520.384 498.711 21.6728 170.079 163.488 6.59173 7.28406 0.692334 0.217666 520.384 498.711 21.6728 56.9809
0.456 0.0889724 0.367028 0.0504019 0.0385705 1226.8 1405.67 178.867 293.767 454.169 195.835 0.791443 1.00348 -0.0196645 521.903 500.154 21.7486 171.103 164.488 6.61558 7.30932 0.693734 0.218266 521.903 500.154 21.7486 57.0406
0.457 0.0892052 0.367795 0.0505233 0.0386819 1228.81 1407.8 178.989 293.666 454.23 195.381 0.791926 1.0057 -0.0196221 523.424 501.599 21.8245 172.13 165.49 6.63945 7.33458 0.695134 0.218866 523.424 501.599 21.8245 57.1001
0.458 0.0894378 0.368562 0.0506446 0.0387932 1230.82 1409.93 179.11 293.567 454.291 194.93 0.792407 1.00793 -0.0195799 524.947 503.046 21.9004 173.159 166.495 6.66332 7.35985 0.696535 0.219465 524.947 503.046 21.9004 57.1595
0.459 0.0896703 0.36933 0.0507659 0.0389044 1232.83 1412.06 179.231 293.469 454.355 194.481 0.792885 1.01015 -0.0195379 526.472 504.496 21.9764 174.191 167.503 6.6872 7.38514 0.697935 0.220065 526.472 504.496 21.9764 57.2187
0.46 0.0899027 0.370097 0.050887 0.0390156 1234.84 1414.19 179.353 293.373 454.419 194.034 0.793361 1.01238 -0.0194961 528 505.948 22.0523 175.225 168.514 6.71109 7.41043 0.699337 0.220663 528 505.948 22.0523 57.2778
0.461 0.0901349 0.370865 0.0510081 0.0391268 1236.86 1416.33 179.474 293.279 454.485 193.59 0.793834 1.0146 -0.0194544 529.53 507.401 22.1283 176.263 169.528 6.73499 7.43573 0.700738 0.221262 529.53 507.401 22.1283 57.3367
0.462 0.0903671 0.371633 0.0511292 0.0392379 1238.87 1418.47 179.594 293.187 454.552 193.148 0.794304 1.01683 -0.0194129 531.062 508.858 22.2043 177.303 170.544 6.7589 7.46104 0.70214 0.22186 531.062 508.858 22.2043 57.3954
0.463 0.0905991 0.372401 0.0512501 0.039349 1240.89 1420.6 179.715 293.096 454.621 192.709 0.794772 1.01905 -0.0193716 532.596 510.316 22.2803 178.345 171.563 6.78282 7.48636 0.703542 0.222458 532.596 510.316 22.2803 57.454
0.464 0.090831 0.373169 0.051371 0.03946 1242.91 1422.74 179.835 293.007 454.691 192.272 0.795238 1.02127 -0.0193305 534.133 511.777 22.3563 179.391 172.584 6.80674 7.51169 0.704945 0.223055 534.133 511.777 22.3563 57.5124
0.465 0.0910628 0.373937 0.0514919 0.0395709 1244.93 1424.88 179.955 292.919 454.762 191.837 0.795701 1.0235 -0.0192896 535.672 513.239 22.4324 180.439 173.609 6.83068 7.53703 0.706348 0.223652 535.672 513.239 22.4324 57.5707
0.466 0.0912945 0.374706 0.0516126 0.0396819 1246.95 1427.02 180.075 292.834 454.834 191.405 0.796161 1.02572 -0.0192488 537.213 514.704 22.5084 181.49 174.636 6.85462 7.56238 0.707751 0.224249 537.213 514.704 22.5084 57.6288
0.467 0.091526 0.375474 0.0517333 0.0397927 1248.97 1429.17 180.195 292.749 454.907 190.975 0.796619 1.02795 -0.0192082 538.756 516.172 22.5845 182.544 175.665 6.87858 7.58773 0.709154 0.224846 538.756 516.172 22.5845 57.6868
0.468 0.0917575 0.376243 0.0518539 0.0399035 1251 1431.31 180.314 292.667 454.982 190.547 0.797074 1.03017 -0.0191678 540.302 517.641 22.6607 183.6 176.698 6.90254 7.6131 0.710558 0.225442 540.302 517.641 22.6607 57.7446
0.469 0.0919888 0.377011 0.0519745 0.0400143 1253.02 1433.46 180.433 292.586 455.058 190.122 0.797527 1.03239 -0.0191276 541.85 519.113 22.7368 184.659 177.733 6.92651 7.63847 0.711963 0.226037 541.85 519.113 22.7368 57.8022
0.47 0.09222 0.37778 0.052095 0.040125 1255.05 1435.6 180.552 292.506 455.135 189.699 0.797978 1.03462 -0.0190875 543.4 520.587 22.813 185.721 178.771 6.95049 7.66386 0.713367 0.226633 543.4 520.587 22.813 57.8598
