dens densp densn dense densv mup mun mue muv nup nun xm vsigma vomega vrho E Eh El P Ph Pl S Sh Sl U Uh Ul T
0.583 0.177757 0.405243 0.177757 0.055443 1567.34 1681.01 336.48 222.81 362.468 466.676 136.162 0.854993 1.28818 -0.0100762 729.05 671.037 58.0124 318.426 299.088 19.3374 19.7252 0.387818 0.195182 729.049 671.037 58.0124 26.5641
0.584 0.178063 0.405937 0.178063 0.0555372 1569.53 1683.26 336.671 222.933 362.566 466.856 135.947 0.855222 1.2904 -0.0100605 730.848 672.702 58.1459 319.78 300.398 19.3819 19.7704 0.388456 0.195544 730.847 672.701 58.1459 26.5832
0.585 0.178368 0.406631 0.178369 0.0556314 1571.71 1685.52 336.861 223.057 362.664 467.037 135.732 0.85545 1.29261 -0.0100448 732.648 674.368 58.2795 321.137 301.711 19.4264 19.8155 0.389093 0.195907 732.647 674.368 58.2795 26.6022
0.586 0.178674 0.407325 0.178674 0.0557257 1573.9 1687.77 337.052 223.179 362.763 467.218 135.519 0.855677 1.29483 -0.0100292 734.45 676.037 58.4132 322.497 303.026 19.471 19.8607 0.389731 0.196269 734.45 676.036 58.4132 26.6212
0.587 0.17898 0.40802 0.17898 0.05582 1576.09 1690.03 337.242 223.302 362.862 467.399 135.307 0.855903 1.29705 -0.0100136 736.255 677.708 58.547 323.859 304.343 19.5156 19.906 0.390369 0.196631 736.254 677.708 58.547 26.6401
0.588 0.179285 0.408714 0.179286 0.0559143 1578.27 1692.28 337.432 223.425 362.961 467.58 135.095 0.856129 1.29926 -0.00999811 738.062 679.382 58.6808 325.223 305.663 19.5602 19.9512 0.391007 0.196993 738.062 679.381 58.6808 26.659
0.589 0.179591 0.409408 0.179591 0.0560086 1580.46 1694.53 337.622 223.548 363.061 467.761 134.885 0.856353 1.30148 -0.00998263 739.872 681.057 58.8147 326.589 306.985 19.6048 19.9965 0.391645 0.197355 739.871 681.056 58.8147 26.6779
0.59 0.179897 0.410103 0.179897 0.0561029 1582.65 1696.79 337.811 223.67 363.16 467.942 134.675 0.856576 1.30369 -0.0099672 741.684 682.735 58.9487 327.958 308.309 19.6495 20.0418 0.392283 0.197716 741.683 682.734 58.9487 26.6967
0.591 0.180203 0.410797 0.180203 0.0561973 1584.83 1699.04 338 223.793 363.261 468.124 134.466 0.856799 1.30591 -0.00995182 743.498 684.415 59.0827 329.33 309.636 19.6942 20.0871 0.392922 0.198078 743.497 684.414 59.0827 26.7155
0.592 0.180508 0.411491 0.180508 0.0562916 1587.02 1701.3 338.19 223.915 363.361 468.305 134.258 0.857021 1.30812 -0.00993649 745.314 686.097 59.2169 330.703 310.964 19.7389 20.1324 0.39356 0.19844 745.313 686.097 59.2169 26.7343
0.593 0.180814 0.412186 0.180814 0.056386 1589.21 1703.55 338.378 224.037 363.462 468.487 134.05 0.857241 1.31034 -0.0099212 747.133 687.782 59.3511 332.079 312.296 19.7836 20.1778 0.394198 0.198802 747.132 687.781 59.3511 26.753
0.594 0.181119 0.41288 0.18112 0.0564804 1591.4 1705.81 338.567 224.159 363.563 468.669 133.844 0.857461 1.31255 -0.00990595 748.954 689.469 59.4853 333.458 313.629 19.8284 20.2232 0.394837 0.199163 748.953 689.468 59.4853 26.7717
0.595 0.181425 0.413574 0.181425 0.0565748 1593.59 1708.06 338.756 224.281 363.664 468.851 133.638 0.85768 1.31477 -0.00989075 750.777 691.158 59.6197 334.839 314.965 19.8732 20.2686 0.395475 0.199525 750.777 691.157 59.6197 26.7904
0.596 0.181731 0.414269 0.181731 0.0566692 1595.78 1710.32 338.944 224.403 363.766 469.033 133.433 0.857899 1.31698 -0.0098756 752.603 692.849 59.7541 336.222 316.304 19.918 20.3141 0.396114 0.199886 752.602 692.848 59.7541 26.809
0.597 0.182036 0.414963 0.182036 0.0567636 1597.97 1712.57 339.132 224.525 363.868 469.216 133.229 0.858116 1.3192 -0.00986049 754.431 694.543 59.8886 337.607 317.644 19.9628 20.3595 0.396752 0.200247 754.431 694.542 59.8886 26.8276
0.598 0.182342 0.415658 0.182342 0.0568581 1600.16 1714.83 339.32 224.647 363.97 469.398 133.026 0.858332 1.32141 -0.00984543 756.262 696.238 60.0231 338.995 318.987 20.0076 20.405 0.397391 0.200609 756.261 696.238 60.0231 26.8462
0.599 0.182647 0.416352 0.182647 0.0569526 1602.34 1717.08 339.507 224.768 364.072 469.58 132.823 0.858548 1.32363 -0.00983041 758.094 697.937 60.1578 340.385 320.333 20.0525 20.4505 0.39803 0.20097 758.094 697.936 60.1578 26.8647
0.6 0.182953 0.417047 0.182953 0.057047 1604.53 1719.34 339.695 224.89 364.175 469.763 132.622 0.858763 1.32584 -0.00981544 759.929 699.637 60.2925 341.778 321.68 20.0974 20.4961 0.398669 0.201331 759.929 699.636 60.2925 26.8832
0.601 0.183258 0.417741 0.183258 0.0571415 1606.72 1721.6 339.882 225.011 364.278 469.946 132.421 0.858977 1.32806 -0.00980051 761.767 701.339 60.4272 343.173 323.03 20.1423 20.5417 0.399308 0.201692 761.766 701.339 60.4272 26.9017
0.602 0.183564 0.418436 0.183564 0.0572361 1608.91 1723.85 340.069 225.132 364.381 470.129 132.221 0.85919 1.33028 -0.00978562 763.606 703.044 60.5621 344.57 324.383 20.1873 20.5872 0.399946 0.202053 763.606 703.044 60.5621 26.9201
0.603 0.183869 0.41913 0.183869 0.0573306 1611.11 1726.11 340.256 225.254 364.484 470.312 132.021 0.859402 1.33249 -0.00977078 765.448 704.751 60.697 345.969 325.737 20.2323 20.6329 0.400585 0.202414 765.448 704.751 60.697 26.9385
0.604 0.184175 0.419825 0.184175 0.0574251 1613.3 1728.36 340.442 225.375 364.588 470.495 131.823 0.859614 1.33471 -0.00975598 767.293 706.461 60.832 347.371 327.094 20.2773 20.6785 0.401224 0.202775 767.292 706.46 60.832 26.9569
0.605 0.18448 0.420519 0.18448 0.0575197 1615.49 1730.62 340.629 225.496 364.692 470.678 131.625 0.859824 1.33692 -0.00974123 769.139 708.172 60.9671 348.776 328.453 20.3223 20.7241 0.401864 0.203136 769.139 708.172 60.9671 26.9752
0.606 0.184786 0.421214 0.184786 0.0576142 1617.68 1732.88 340.815 225.616 364.796 470.861 131.428 0.860034 1.33914 -0.00972652 770.988 709.886 61.1022 350.182 329.815 20.3673 20.7698 0.402503 0.203497 770.988 709.885 61.1022 26.9935
0.607 0.185091 0.421909 0.185091 0.0577088 1619.87 1735.13 341.001 225.737 364.9 471.044 131.232 0.860243 1.34135 -0.00971185 772.839 711.602 61.2374 351.591 331.179 20.4124 20.8155 0.403142 0.203858 772.839 711.601 61.2374 27.0118
0.608 0.185396 0.422603 0.185397 0.0578034 1622.06 1737.39 341.186 225.858 365.005 471.228 131.036 0.860451 1.34357 -0.00969722 774.693 713.32 61.3727 353.003 332.545 20.4575 20.8613 0.403781 0.204219 774.692 713.32 61.3727 27.03
0.609 0.185702 0.423298 0.185702 0.057898 1624.25 1739.65 341.372 225.978 365.11 471.411 130.842 0.860659 1.34578 -0.00968264 776.549 715.041 61.508 354.416 333.914 20.5026 20.907 0.404421 0.204579 776.548 715.04 61.508 27.0482
0.61 0.186007 0.423992 0.186007 0.0579927 1626.45 1741.9 341.557 226.099 365.215 471.595 130.647 0.860865 1.348 -0.0096681 778.407 716.764 61.6434 355.832 335.285 20.5477 20.9528 0.40506 0.20494 778.407 716.763 61.6434 27.0664
0.611 0.186312 0.424687 0.186313 0.0580873 1628.64 1744.16 341.742 226.219 365.32 471.779 130.454 0.861071 1.35021 -0.00965361 780.268 718.489 61.7789 357.251 336.658 20.5929 20.9986 0.405699 0.2053 780.267 718.488 61.7789 27.0845
0.612 0.186618 0.425382 0.186618 0.058182 1630.83 1746.42 341.927 226.339 365.426 471.962 130.262 0.861276 1.35243 -0.00963915 782.131 720.216 61.9145 358.671 338.033 20.6381 21.0444 0.406339 0.205661 782.13 720.216 61.9145 27.1026
0.613 0.186923 0.426076 0.186923 0.0582766 1633.02 1748.68 342.112 226.46 365.532 472.146 130.07 0.86148 1.35464 -0.00962474 783.996 721.946 62.0501 360.095 339.411 20.6833 21.0903 0.406979 0.206021 783.995 721.945 62.0501 27.1207
0.614 0.187228 0.426771 0.187229 0.0583713 1635.22 1750.93 342.296 226.58 365.638 472.33 129.879 0.861684 1.35686 -0.00961037 785.863 723.678 62.1858 361.52 340.791 20.7285 21.1362 0.407618 0.206382 785.863 723.677 62.1858 27.1387
0.615 0.187534 0.427466 0.187534 0.058466 1637.41 1753.19 342.481 226.7 365.744 472.514 129.688 0.861887 1.35907 -0.00959604 787.733 725.412 62.3216 362.948 342.174 20.7738 21.1821 0.408258 0.206742 787.733 725.411 62.3216 27.1567
0.616 0.187839 0.42816 0.187839 0.0585607 1639.6 1755.45 342.665 226.819 365.85 472.698 129.499 0.862089 1.36129 -0.00958175 789.606 727.148 62.4575 364.378 343.559 20.8191 21.228 0.408898 0.207102 789.605 727.147 62.4575 27.1747
0.617 0.188144 0.428855 0.188145 0.0586554 1641.8 1757.7 342.849 226.939 365.957 472.883 129.31 0.86229 1.3635 -0.00956751 791.48 728.887 62.5934 365.81 344.946 20.8644 21.2739 0.409537 0.207462 791.479 728.886 62.5934 27.1927
0.618 0.18845 0.42955 0.18845 0.0587502 1643.99 1759.96 343.032 227.059 366.064 473.067 129.122 0.86249 1.36572 -0.0095533 793.357 730.628 62.7294 367.245 346.335 20.9097 21.3199 0.410177 0.207823 793.356 730.627 62.7294 27.2106
0.619 0.188755 0.430245 0.188755 0.0588449 1646.18 1762.22 343.216 227.178 366.171 473.251 128.934 0.86269 1.36793 -0.00953914 795.236 732.371 62.8654 368.682 347.727 20.9551 21.3659 0.410817 0.208183 795.235 732.37 62.8654 27.2285
0.62 0.18906 0.430939 0.18906 0.0589397 1648.38 1764.48 343.399 227.298 366.278 473.436 128.747 0.862889 1.37015 -0.00952502 797.118 734.116 63.0016 370.121 349.121 21.0005 21.4119 0.411457 0.208543 797.117 734.115 63.0016 27.2463
0.621 0.189365 0.431634 0.189366 0.0590344 1650.57 1766.74 343.582 227.417 366.386 473.62 128.561 0.863087 1.37236 -0.00951093 799.001 735.864 63.1378 371.563 350.517 21.0459 21.4579 0.412097 0.208903 799.001 735.863 63.1378 27.2642
0.622 0.189671 0.432329 0.189671 0.0591292 1652.77 1768.99 343.765 227.536 366.494 473.805 128.376 0.863285 1.37458 -0.00949689 800.887 737.613 63.274 373.007 351.916 21.0913 21.504 0.412737 0.209263 800.887 737.613 63.274 27.282
0.623 0.189976 0.433024 0.189976 0.059224 1654.96 1771.25 343.948 227.655 366.602 473.989 128.191 0.863482 1.3768 -0.00948289 802.776 739.366 63.4104 374.453 353.317 21.1367 21.5501 0.413377 0.209623 802.775 739.365 63.4104 27.2997
0.624 0.190281 0.433719 0.190281 0.0593188 1657.15 1773.51 344.13 227.774 366.71 474.174 128.007 0.863678 1.37901 -0.00946893 804.667 741.12 63.5468 375.902 354.72 21.1822 21.5962 0.414018 0.209982 804.666 741.119 63.5468 27.3175
0.625 0.190586 0.434413 0.190586 0.0594137 1659.35 1775.77 344.312 227.893 366.818 474.359 127.823 0.863873 1.38123 -0.00945501 806.56 742.877 63.6833 377.353 356.126 21.2277 21.6423 0.414658 0.210342 806.559 742.876 63.6833 27.3352
0.626 0.190891 0.435108 0.190892 0.0595085 1661.54 1778.03 344.494 228.012 366.927 474.544 127.641 0.864067 1.38344 -0.00944113 808.455 744.635 63.8198 378.807 357.533 21.2732 21.6885 0.415298 0.210702 808.455 744.635 63.8198 27.3529
0.627 0.191196 0.435803 0.191197 0.0596033 1663.74 1780.29 344.676 228.131 367.035 474.729 127.459 0.864261 1.38566 -0.00942729 810.353 746.397 63.9565 380.262 358.944 21.3187 21.7347 0.415938 0.211061 810.352 746.396 63.9565 27.3705
0.628 0.191502 0.436498 0.191502 0.0596982 1665.94 1782.54 344.858 228.25 367.144 474.914 127.277 0.864454 1.38787 -0.00941349 812.253 748.16 64.0931 381.72 360.356 21.3643 21.7809 0.416579 0.211421 812.252 748.159 64.0931 27.3881
0.629 0.191807 0.437193 0.191807 0.0597931 1668.13 1784.8 345.04 228.368 367.253 475.099 127.097 0.864647 1.39009 -0.00939972 814.155 749.926 64.2299 383.181 361.771 21.4099 21.8271 0.417219 0.211781 814.155 749.925 64.2299 27.4057
0.63 0.192112 0.437888 0.192112 0.059888 1670.33 1787.06 345.221 228.487 367.363 475.284 126.917 0.864839 1.3923 -0.009386 816.06 751.693 64.3667 384.643 363.188 21.4555 21.8734 0.41786 0.21214 816.06 751.693 64.3667 27.4233
0.631 0.192417 0.438583 0.192417 0.0599829 1672.52 1789.32 345.402 228.605 367.472 475.469 126.737 0.86503 1.39452 -0.00937231 817.967 753.464 64.5036 386.108 364.607 21.5011 21.9196 0.4185 0.2125 817.967 753.463 64.5036 27.4408
0.632 0.192722 0.439278 0.192722 0.0600778 1674.72 1791.58 345.583 228.723 367.582 475.654 126.558 0.86522 1.39673 -0.00935867 819.877 755.236 64.6406 387.576 366.029 21.5468 21.9659 0.419141 0.212859 819.876 755.235 64.6406 27.4583
0.633 0.193027 0.439972 0.193027 0.0601727 1676.91 1793.84 345.764 228.841 367.692 475.839 126.38 0.86541 1.39895 -0.00934506 821.788 757.011 64.7777 389.045 367.453 21.5925 22.0123 0.419782 0.213218 821.788 757.01 64.7777 27.4758
0.634 0.193332 0.440667 0.193332 0.0602676 1679.11 1796.1 345.944 228.959 367.802 476.024 126.203 0.865599 1.40116 -0.00933149 823.702 758.788 64.9148 390.517 368.879 21.6382 22.0586 0.420422 0.213578 823.702 758.787 64.9148 27.4932
0.635 0.193637 0.441362 0.193637 0.0603626 1681.31 1798.36 346.124 229.077 367.912 476.21 126.026 0.865787 1.40338 -0.00931796 825.619 760.567 65.052 391.992 370.308 21.6839 22.105 0.421063 0.213937 825.618 760.566 65.052 27.5106
0.636 0.193942 0.442057 0.193942 0.0604575 1683.5 1800.61 346.305 229.195 368.022 476.395 125.85 0.865975 1.40559 -0.00930447 827.537 762.348 65.1892 393.468 371.738 21.7297 22.1514 0.421704 0.214296 827.537 762.348 65.1892 27.528
0.637 0.194247 0.442752 0.194248 0.0605525 1685.7 1802.87 346.485 229.313 368.133 476.58 125.674 0.866161 1.40781 -0.00929102 829.458 764.132 65.3265 394.947 373.172 21.7754 22.1978 0.422345 0.214655 829.458 764.131 65.3265 27.5454
0.638 0.194552 0.443447 0.194553 0.0606475 1687.9 1805.13 346.664 229.43 368.243 476.766 125.499 0.866348 1.41002 -0.0092776 831.382 765.918 65.4639 396.428 374.607 21.8212 22.2442 0.422986 0.215014 831.381 765.917 65.4639 27.5627
0.639 0.194857 0.444142 0.194858 0.0607425 1690.1 1807.39 346.844 229.548 368.354 476.951 125.325 0.866533 1.41224 -0.00926422 833.307 767.706 65.6014 397.912 376.045 21.8671 22.2907 0.423627 0.215373 833.307 767.705 65.6014 27.58
0.64 0.195162 0.444837 0.195163 0.0608375 1692.29 1809.65 347.023 229.665 368.465 477.137 125.152 0.866718 1.41445 -0.00925088 835.235 769.496 65.7389 399.398 377.485 21.9129 22.3372 0.424268 0.215732 835.235 769.496 65.7389 27.5973
0.641 0.195467 0.445532 0.195468 0.0609325 1694.49 1811.91 347.203 229.783 368.576 477.322 124.979 0.866903 1.41667 -0.00923758 837.165 771.289 65.8765 400.886 378.927 21.9588 22.3837 0.424909 0.216091 837.165 771.288 65.8765 27.6145
0.642 0.195772 0.446227 0.195772 0.0610275 1696.69 1814.17 347.382 229.9 368.688 477.508 124.806 0.867086 1.41888 -0.00922431 839.098 773.084 66.0142 402.376 380.372 22.0047 22.4302 0.42555 0.21645 839.098 773.083 66.0142 27.6318
0.643 0.196077 0.446922 0.196077 0.0611226 1698.88 1816.43 347.56 230.017 368.799 477.694 124.634 0.867269 1.4211 -0.00921108 841.033 774.881 66.1519 403.869 381.818 22.0506 22.4768 0.426191 0.216809 841.032 774.881 66.1519 27.649
0.644 0.196382 0.447617 0.196382 0.0612176 1701.08 1818.69 347.739 230.134 368.911 477.879 124.463 0.867451 1.42331 -0.00919789 842.97 776.68 66.2897 405.364 383.268 22.0965 22.5233 0.426832 0.217168 842.97 776.68 66.2897 27.6661
0.645 0.196687 0.448312 0.196687 0.0613127 1703.28 1820.95 347.917 230.251 369.023 478.065 124.293 0.867633 1.42553 -0.00918474 844.91 778.482 66.4276 406.861 384.719 22.1425 22.5699 0.427473 0.217527 844.909 778.482 66.4276 27.6833
0.646 0.196992 0.449008 0.196992 0.0614077 1705.48 1823.21 348.096 230.368 369.135 478.251 124.123 0.867814 1.42774 -0.00917162 846.852 780.286 66.5656 408.361 386.173 22.1885 22.6166 0.428115 0.217885 846.851 780.286 66.5656 27.7004
0.647 0.197297 0.449703 0.197297 0.0615028 1707.68 1825.47 348.274 230.484 369.247 478.436 123.953 0.867995 1.42996 -0.00915854 848.796 782.092 66.7036 409.863 387.629 22.2345 22.6632 0.428756 0.218244 848.795 782.092 66.7036 27.7175
0.648 0.197602 0.450398 0.197602 0.0615979 1709.88 1827.73 348.452 230.601 369.359 478.622 123.784 0.868174 1.43217 -0.00914549 850.742 783.901 66.8417 411.367 389.087 22.2805 22.7099 0.429397 0.218603 850.742 783.9 66.8417 27.7345
0.649 0.197907 0.451093 0.197907 0.061693 1712.07 1829.99 348.629 230.718 369.472 478.808 123.616 0.868353 1.43439 -0.00913248 852.691 785.711 66.9798 412.874 390.548 22.3265 22.7566 0.430039 0.218961 852.691 785.711 66.9798 27.7515
0.65 0.198212 0.451788 0.198212 0.0617881 1714.27 1832.25 348.807 230.834 369.584 478.994 123.449 0.868532 1.4366 -0.00911951 854.642 787.524 67.118 414.383 392.01 22.3726 22.8033 0.43068 0.21932 854.642 787.524 67.118 27.7686
0.651 0.198517 0.452483 0.198517 0.0618833 1716.47 1834.5 348.984 230.95 369.697 479.18 123.281 0.86871 1.43882 -0.00910657 856.596 789.34 67.2563 415.894 393.476 22.4187 22.85 0.431322 0.219678 856.596 789.339 67.2563 27.7855
0.652 0.198821 0.453178 0.198822 0.0619784 1718.67 1836.76 349.161 231.067 369.81 479.366 123.115 0.868887 1.44103 -0.00909367 858.552 791.157 67.3947 417.408 394.943 22.4648 22.8968 0.431963 0.220037 858.551 791.157 67.3947 27.8025
0.653 0.199126 0.453873 0.199126 0.0620736 1720.87 1839.02 349.338 231.183 369.923 479.551 122.949 0.869064 1.44325 -0.0090808 860.51 792.977 67.5331 418.924 396.413 22.511 22.9436 0.432605 0.220395 860.51 792.976 67.5331 27.8194
0.654 0.199431 0.454569 0.199431 0.0621687 1723.07 1841.28 349.515 231.299 370.036 479.737 122.784 0.86924 1.44546 -0.00906797 862.47 794.799 67.6716 420.442 397.885 22.5571 22.9904 0.433246 0.220753 862.47 794.798 67.6716 27.8363
0.655 0.199736 0.455264 0.199736 0.0622639 1725.27 1843.54 349.692 231.415 370.149 479.923 122.619 0.869415 1.44768 -0.00905518 864.433 796.623 67.8102 421.962 399.359 22.6033 23.0372 0.433888 0.221112 864.433 796.623 67.8102 27.8532
0.656 0.200041 0.455959 0.200041 0.0623591 1727.47 1845.8 349.868 231.53 370.262 480.109 122.455 0.86959 1.44989 -0.00904242 866.398 798.45 67.9488 423.485 400.835 22.6495 23.0841 0.43453 0.22147 866.398 798.449 67.9488 27.87
0.657 0.200346 0.456654 0.200346 0.0624542 1729.67 1848.06 350.044 231.646 370.376 480.295 122.291 0.869764 1.45211 -0.00902969 868.366 800.278 68.0875 425.01 402.314 22.6958 23.1309 0.435172 0.221828 868.365 800.278 68.0875 27.8868
0.658 0.20065 0.457349 0.200651 0.0625494 1731.86 1850.32 350.22 231.762 370.49 480.481 122.128 0.869938 1.45432 -0.009017 870.336 802.109 68.2263 426.537 403.795 22.742 23.1778 0.435813 0.222186 870.335 802.109 68.2263 27.9036
0.659 0.200955 0.458044 0.200955 0.0626446 1734.06 1852.58 350.396 231.877 370.603 480.667 121.966 0.870111 1.45654 -0.00900435 872.308 803.943 68.3651 428.067 405.279 22.7883 23.2248 0.436455 0.222545 872.307 803.942 68.3651 27.9204
0.66 0.20126 0.45874 0.20126 0.0627399 1736.26 1854.84 350.572 231.993 370.717 480.853 121.804 0.870283 1.45875 -0.00899172 874.282 805.778 68.504 429.599 406.764 22.8346 23.2717 0.437097 0.222903 874.282 805.778 68.504 27.9372
0.661 0.201565 0.459435 0.201565 0.0628351 1738.46 1857.1 350.748 232.108 370.831 481.039 121.643 0.870455 1.46097 -0.00897914 876.259 807.616 68.643 431.133 408.252 22.8809 23.3187 0.437739 0.223261 876.258 807.615 68.643 27.9539
0.662 0.20187 0.46013 0.20187 0.0629303 1740.66 1859.36 350.923 232.223 370.946 481.225 121.482 0.870626 1.46318 -0.00896659 878.238 809.456 68.782 432.67 409.742 22.9273 23.3657 0.438381 0.223619 878.237 809.455 68.782 27.9706
0.663 0.202174 0.460825 0.202174 0.0630256 1742.86 1861.62 351.098 232.339 371.06 481.411 121.322 0.870797 1.4654 -0.00895407 880.219 811.298 68.9212 434.208 411.235 22.9736 23.4127 0.439023 0.223977 880.219 811.298 68.9212 27.9872
0.664 0.202479 0.461521 0.202479 0.0631208 1745.06 1863.88 351.273 232.454 371.174 481.597 121.162 0.870967 1.46761 -0.00894158 882.203 813.143 69.0603 435.75 412.729 23.02 23.4597 0.439665 0.224335 882.203 813.142 69.0603 28.0039
0.665 0.202784 0.462216 0.202784 0.0632161 1747.26 1866.14 351.448 232.569 371.289 481.783 121.003 0.871137 1.46983 -0.00892914 884.189 814.989 69.1996 437.293 414.226 23.0665 23.5068 0.440307 0.224692 884.189 814.989 69.1996 28.0205
0.666 0.203088 0.462911 0.203089 0.0633114 1749.46 1868.4 351.622 232.684 371.403 481.97 120.844 0.871306 1.47204 -0.00891672 886.177 816.839 69.3389 438.839 415.726 23.1129 23.5538 0.44095 0.22505 886.177 816.838 69.3389 28.0371
0.667 0.203393 0.463606 0.203393 0.0634067 1751.66 1870.66 351.797 232.798 371.518 482.156 120.686 0.871474 1.47426 -0.00890434 888.168 818.69 69.4783 440.387 417.227 23.1594 23.6009 0.441592 0.225408 888.168 818.689 69.4783 28.0537
0.668 0.203698 0.464302 0.203698 0.063502 1753.87 1872.92 351.971 232.913 371.633 482.342 120.528 0.871642 1.47647 -0.00889199 890.161 820.543 69.6177 441.937 418.731 23.2058 23.6481 0.442234 0.225766 890.161 820.543 69.6177 28.0702
0.669 0.204003 0.464997 0.204003 0.0635973 1756.07 1875.18 352.145 233.028 371.748 482.528 120.371 0.871809 1.47869 -0.00887967 892.156 822.399 69.7572 443.489 420.237 23.2523 23.6952 0.442876 0.226124 892.156 822.399 69.7572 28.0867
0.67 0.204307 0.465692 0.204307 0.0636926 1758.27 1877.44 352.319 233.142 371.863 482.714 120.215 0.871976 1.4809 -0.00886739 894.154 824.257 69.8968 445.044 421.745 23.2989 23.7424 0.443519 0.226481 894.154 824.257 69.8968 28.1032
0.671 0.204612 0.466388 0.204612 0.0637879 1760.47 1879.7 352.493 233.256 371.978 482.9 120.059 0.872142 1.48312 -0.00885514 896.154 826.118 70.0365 446.601 423.256 23.3454 23.7896 0.444161 0.226839 896.154 826.117 70.0365 28.1197
0.672 0.204917 0.467083 0.204917 0.0638833 1762.67 1881.96 352.667 233.371 372.094 483.086 119.903 0.872307 1.48533 -0.00884292 898.156 827.98 70.1762 448.161 424.769 23.392 23.8368 0.444803 0.227196 898.156 827.98 70.1762 28.1361
0.673 0.205221 0.467778 0.205221 0.0639786 1764.87 1884.22 352.84 233.485 372.209 483.272 119.748 0.872472 1.48755 -0.00883074 900.161 829.845 70.316 449.723 426.284 23.4386 23.884 0.445446 0.227554 900.161 829.845 70.316 28.1526
0.674 0.205526 0.468474 0.205526 0.064074 1767.07 1886.48 353.013 233.599 372.325 483.458 119.594 0.872637 1.48976 -0.00881859 902.168 831.712 70.4558 451.287 427.801 23.4852 23.9313 0.446088 0.227912 902.167 831.712 70.4558 28.169
0.675 0.205831 0.469169 0.205831 0.0641693 1769.27 1888.74 353.186 233.713 372.44 483.644 119.44 0.872801 1.49198 -0.00880647 904.177 833.581 70.5958 452.853 429.321 23.5319 23.9786 0.446731 0.228269 904.177 833.581 70.5958 28.1853
0.676 0.206135 0.469865 0.206135 0.0642647 1771.47 1891 353.359 233.827 372.556 483.83 119.287 0.872964 1.49419 -0.00879439 906.189 835.453 70.7358 454.421 430.843 23.5785 24.0259 0.447374 0.228626 906.188 835.453 70.7358 28.2017
0.677 0.20644 0.47056 0.20644 0.0643601 1773.67 1893.26 353.532 233.941 372.672 484.017 119.134 0.873127 1.49641 -0.00878233 908.203 837.327 70.8758 455.992 432.367 23.6252 24.0732 0.448016 0.228984 908.202 837.326 70.8758 28.218
0.678 0.206744 0.471255 0.206745 0.0644555 1775.88 1895.52 353.704 234.055 372.788 484.203 118.981 0.873289 1.49862 -0.00877031 910.219 839.203 71.0159 457.565 433.894 23.6719 24.1206 0.448659 0.229341 910.218 839.202 71.0159 28.2343
0.679 0.207049 0.471951 0.207049 0.0645509 1778.08 1897.79 353.877 234.168 372.904 484.389 118.83 0.873451 1.50084 -0.00875833 912.237 841.081 71.1561 459.141 435.422 23.7186 24.1679 0.449301 0.229698 912.237 841.081 71.1561 28.2506
0.68 0.207354 0.472646 0.207354 0.0646463 1780.28 1900.05 354.049 234.282 373.02 484.575 118.678 0.873612 1.50305 -0.00874637 914.258 842.962 71.2964 460.719 436.953 23.7654 24.2153 0.449944 0.230056 914.258 842.961 71.2964 28.2668
0.681 0.207658 0.473342 0.207658 0.0647417 1782.48 1902.31 354.221 234.395 373.137 484.761 118.527 0.873773 1.50527 -0.00873444 916.281 844.845 71.4367 462.299 438.486 23.8122 24.2628 0.450587 0.230413 916.281 844.844 71.4367 28.2831
0.682 0.207963 0.474037 0.207963 0.0648371 1784.68 1904.57 354.393 234.509 373.253 484.947 118.377 0.873933 1.50748 -0.00872255 918.307 846.73 71.5771 463.881 440.022 23.859 24.3102 0.45123 0.23077 918.307 846.729 71.5771 28.2993
0.683 0.208267 0.474732 0.208267 0.0649325 1786.88 1906.83 354.565 234.622 373.369 485.133 118.227 0.874093 1.50969 -0.00871069 920.335 848.617 71.7176 465.465 441.56 23.9058 24.3577 0.451873 0.231127 920.334 848.617 71.7176 28.3155
0.684 0.208572 0.475428 0.208572 0.065028 1789.08 1909.09 354.736 234.735 373.486 485.319 118.078 0.874252 1.51191 -0.00869886 922.365 850.507 71.8581 467.052 443.1 23.9526 24.4051 0.452515 0.231484 922.365 850.506 71.8581 28.3316
0.685 0.208876 0.476123 0.208877 0.0651234 1791.29 1911.35 354.907 234.848 373.603 485.505 117.929 0.87441 1.51412 -0.00868706 924.397 852.399 71.9987 468.641 444.642 23.9995 24.4526 0.453158 0.231842 924.397 852.398 71.9987 28.3478
0.686 0.209181 0.476819 0.209181 0.0652189 1793.49 1913.61 355.079 234.961 373.719 485.691 117.78 0.874569 1.51634 -0.00867529 926.432 854.293 72.1393 470.233 446.186 24.0464 24.5002 0.453801 0.232199 926.432 854.292 72.1393 28.3639
0.687 0.209486 0.477514 0.209486 0.0653144 1795.69 1915.87 355.25 235.074 373.836 485.877 117.632 0.874726 1.51855 -0.00866356 928.469 856.189 72.2801 471.826 447.733 24.0933 24.5477 0.454444 0.232556 928.469 856.189 72.2801 28.38
0.688 0.20979 0.47821 0.20979 0.0654099 1797.89 1918.13 355.421 235.187 373.953 486.063 117.485 0.874883 1.52077 -0.00865185 930.509 858.088 72.4208 473.422 449.282 24.1402 24.5953 0.455087 0.232913 930.508 858.088 72.4208 28.3961
