dens densu densd denss dense densm xmu xmd xms muu mud mus mue mun nuu nud nus E Eq El P Pq Pl
0.014611 0.0146126 0.0292204 0 1.624e-06 0 303.345 300.655 504.729 320.51 327.704 327.704 7.19372 975.918 320.51 327.704 327.704 14.069 14.069 8.78379e-06 0.190097 0.190094 2.89881e-06
0.0146905 0.0146921 0.0293794 0 1.63882e-06 0 303.299 300.594 504.711 320.527 327.742 327.742 7.21543 976.011 320.527 327.742 327.742 14.1466 14.1466 8.89056e-06 0.191449 0.191446 2.93422e-06
0.01477 0.0147717 0.0295383 0 1.65369e-06 0 303.252 300.533 504.693 320.543 327.78 327.78 7.23708 976.103 320.543 327.78 327.78 14.2242 14.2242 8.99802e-06 0.192803 0.1928 2.96986e-06
0.0148495 0.0148512 0.0296973 0 1.66861e-06 0 303.205 300.472 504.675 320.559 327.818 327.818 7.25868 976.194 320.559 327.818 327.818 14.3018 14.3018 9.10617e-06 0.194157 0.194154 3.00573e-06
0.014929 0.0149307 0.0298563 0 1.68358e-06 0 303.158 300.411 504.657 320.575 327.855 327.855 7.28021 976.285 320.575 327.855 327.855 14.3794 14.3794 9.21501e-06 0.195512 0.195509 3.04183e-06
0.0150085 0.0150102 0.0300153 0 1.69861e-06 0 303.112 300.35 504.638 320.591 327.892 327.892 7.3017 976.376 320.591 327.892 327.892 14.4571 14.4571 9.32454e-06 0.196869 0.196866 3.07816e-06
0.015088 0.0150897 0.0301743 0 1.71368e-06 0 303.065 300.289 504.62 320.607 327.93 327.93 7.32313 976.466 320.607 327.93 327.93 14.5347 14.5347 9.43476e-06 0.198226 0.198223 3.11472e-06
0.0151675 0.0151692 0.0303333 0 1.7288e-06 0 303.018 300.228 504.602 320.622 327.967 327.967 7.3445 976.556 320.622 327.967 327.967 14.6123 14.6123 9.54567e-06 0.199585 0.199581 3.15151e-06
0.015247 0.0152487 0.0304923 0 1.74397e-06 0 302.971 300.167 504.584 320.638 328.004 328.004 7.36582 976.645 320.638 328.004 328.004 14.69 14.69 9.65727e-06 0.200944 0.200941 3.18853e-06
0.0153265 0.0153283 0.0306512 0 1.7592e-06 0 302.925 300.106 504.566 320.653 328.04 328.04 7.38709 976.734 320.653 328.04 328.04 14.7676 14.7676 9.76956e-06 0.202304 0.202301 3.22578e-06
0.015406 0.0154078 0.0308102 0 1.77447e-06 0 302.878 300.045 504.548 320.669 328.077 328.077 7.4083 976.823 320.669 328.077 328.077 14.8453 14.8453 9.88254e-06 0.203665 0.203662 3.26326e-06
0.0154855 0.0154873 0.0309692 0 1.78979e-06 0 302.831 299.984 504.53 320.684 328.113 328.113 7.42946 976.911 320.684 328.113 328.113 14.9229 14.9229 9.99622e-06 0.205028 0.205024 3.30097e-06
0.015565 0.0155668 0.0311282 0 1.80516e-06 0 302.784 299.923 504.512 320.699 328.15 328.15 7.45057 976.999 320.699 328.15 328.15 15.0006 15.0006 1.01106e-05 0.206391 0.206387 3.33892e-06
